CODE_NUTS3,COVID_Mortality_R,POP_DENS,POP 0-14,POP 15-29,POP 30-44,POP 45-59,POP_GROWTH,HOUSEHOLDS,DWELLINGS
DE71A,6.7150429552904,1073.0,35857.0,35411.0,44960.0,57170.0,4.0,114975,113194
DE71B,65.1546647637368,155.0,12378.0,15203.0,15860.0,23288.0,1.0,45873,46598
DE71C,12.4547101449275,993.0,51227.0,56141.0,66465.0,82048.0,4.0,169846,165901
DE71D,4.27161034370445,231.0,25017.0,28477.0,31350.0,46867.0,3.0,91993,91238
DE71E,4.24423274066432,279.0,42191.0,49729.0,54864.0,74646.0,4.0,144428,142718
DE721,1.49097957357984,314.0,34837.0,58752.0,48162.0,57685.0,6.0,132749,131669
DE722,7.86559275106972,239.0,34470.0,42149.0,43571.0,60769.0,1.0,122180,120438
DE723,4.07045373929325,233.0,23448.0,28328.0,29573.0,41944.0,1.0,81565,82373
DE724,1.62227710926442,196.0,32468.0,52706.0,43283.0,54437.0,2.0,117802,117980
DE725,5.65866908103214,73.0,12987.0,15962.0,16978.0,26193.0,0.0,50235,51572
DE731,4.45849144465031,1894.0,26687.0,43107.0,38462.0,41568.0,4.0,110018,106857
DE732,6.30034651905855,161.0,31036.0,39516.0,38709.0,51652.0,3.0,106069,107185
DE733,19.0257178072447,110.0,15962.0,18640.0,19703.0,28823.0,1.0,57401,59223
DE734,13.1114259733119,183.0,30081.0,34697.0,38039.0,57827.0,1.0,115298,115798
DE735,21.5913368912904,118.0,23239.0,27959.0,30176.0,44364.0,1.0,85841,87533
DE736,3.18558586109571,85.0,20707.0,24785.0,25343.0,38514.0,0.0,75762,78518
DE737,15.8608999078085,99.0,12122.0,15623.0,15303.0,24377.0,1.0,50333,52032
DE803,0.966417008939357,1228.0,25017.0,38577.0,41208.0,40021.0,2.0,119825,121397
DE804,0.0,729.0,12646.0,14151.0,17766.0,19737.0,4.0,54748,58089
DE80J,1.15478330491283,47.0,32647.0,29946.0,44216.0,64531.0,-1.0,135718,148194
DE80K,1.40251143046816,62.0,29235.0,22861.0,38062.0,55284.0,2.0,104012,111252
DE80L,0.89280134277322,71.0,27530.0,25706.0,38768.0,55366.0,0.0,117588,130781
DE80M,0.641268171936822,74.0,20615.0,19517.0,28815.0,38344.0,0.0,77507,83376
DE80N,2.96874337334068,62.0,29115.0,31775.0,40977.0,55853.0,-1.0,123078,137458
DE80O,0.948073987694,44.0,27091.0,24183.0,37202.0,54831.0,0.0,102708,109189
DE911,7.29438939882074,1283.0,30267.0,48815.0,49341.0,51980.0,0.0,140935,137600
DE912,9.51837045497811,469.0,15363.0,17992.0,17705.0,23027.0,7.0,55449,56024
DE913,42.9014319364735,605.0,16952.0,20393.0,24240.0,26500.0,1.0,65368,65709
DE914,2.28473511352278,112.0,25611.0,27741.0,30530.0,44158.0,2.0,80175,80387
DE91C,24.1738805810299,186.0,40505.0,63172.0,54804.0,73163.0,1.0,173490,175504
DE916,19.6081279321414,143.0,15123.0,21852.0,20551.0,32610.0,0.0,76652,81165
DE917,2.17708401367209,136.0,11856.0,13567.0,15616.0,22737.0,2.0,46702,48455
DE918,3.75586854460094,105.0,16362.0,19776.0,20225.0,32966.0,-1.0,67692,69823
DE91A,8.99287314803019,249.0,19117.0,20596.0,22715.0,33383.0,3.0,64246,63735
DE91B,11.6267481646348,166.0,15282.0,18799.0,19148.0,30271.0,0.0,60725,61467
DE922,12.5021994610163,109.0,29261.0,34029.0,35232.0,54300.0,3.0,101940,100662
DE923,4.71834830847213,186.0,19018.0,22210.0,22972.0,35770.0,0.0,78641,80599
DE925,3.25533784981318,229.0,35060.0,47481.0,44772.0,66195.0,1.0,142251,142301
DE926,9.82263134261338,103.0,8645.0,11089.0,10618.0,16947.0,-1.0,36274,38669
DE927,3.29147672103089,87.0,16789.0,19553.0,19529.0,30178.0,1.0,57274,57565
DE928,4.43082843832287,234.0,20171.0,24157.0,24822.0,39217.0,2.0,79825,80159
DE929,10.5184006815228,501.0,158251.0,202174.0,218286.0,258067.0,3.0,605532,596629
DE931,8.38907406993132,116.0,25293.0,28079.0,29808.0,41480.0,2.0,88628,89521
DE932,10.609007552603,96.0,26080.0,29024.0,30779.0,47836.0,1.0,98632,103953
DE933,5.17907653081551,201.0,35603.0,36880.0,43049.0,63297.0,3.0,121746,120634
DE934,6.22652082771217,39.0,5869.0,6549.0,7033.0,11605.0,-1.0,24373,26471
DE935,0.0,138.0,26067.0,32334.0,32991.0,43676.0,3.0,90019,89994
DE936,0.0,173.0,15377.0,16302.0,18299.0,28842.0,2.0,53427,52455
DE937,1.22531000343087,79.0,22509.0,27656.0,27457.0,40237.0,1.0,76362,76272
DE938,1.43950135673003,74.0,18948.0,22928.0,22904.0,33530.0,2.0,68116,68118
DE939,4.46390929336316,167.0,29015.0,33323.0,35427.0,47701.0,3.0,97444,98546
DE93A,0.0,64.0,11487.0,14084.0,14286.0,22816.0,0.0,47591,48468
DE93B,5.85484378544925,173.0,19781.0,21513.0,22838.0,32897.0,3.0,65279,64199
DE941,5.15370938232793,1244.0,11070.0,13452.0,13393.0,17560.0,5.0,39546,38861
DE942,0.0,453.0,6945.0,9879.0,8811.0,11100.0,1.0,26307,26479
DE943,1.19973126019772,1622.0,21487.0,35639.0,31979.0,36256.0,4.0,91020,92257
DE944,10.9682530010359,1373.0,20616.0,39348.0,31384.0,33212.0,5.0,88762,87274
DE945,1.31016953593795,721.0,9054.0,14393.0,11290.0,16540.0,1.0,43962,45708
DE946,4.05900164795467,169.0,17345.0,19265.0,20281.0,29815.0,4.0,59214,58930
DE947,4.21849705496174,146.0,25456.0,31548.0,30453.0,45903.0,1.0,92742,97834
DE948,0.0,118.0,28093.0,33097.0,30911.0,38484.0,5.0,68760,67978
DE949,7.73139285681151,112.0,48026.0,58323.0,59114.0,75703.0,3.0,140621,139758
DE94A,2.03053931124107,158.0,12637.0,14756.0,14586.0,24000.0,1.0,50409,52289
DE94B,13.2818783527519,138.0,20055.0,23096.0,23106.0,32439.0,1.0,60889,61111
DE94C,3.55504994845178,160.0,23745.0,29009.0,28580.0,40306.0,2.0,80125,81882
DE94D,10.7983864125446,122.0,18131.0,20677.0,21470.0,33326.0,3.0,59363,57577
DE94E,18.858630638238,168.0,51946.0,59597.0,60595.0,86191.0,1.0,161549,159247
DE94F,9.26011667747014,173.0,22758.0,28217.0,26405.0,32265.0,5.0,59058,58345
DE94G,5.61854569563214,107.0,11581.0,14495.0,13626.0,22127.0,0.0,44981,46286
DE94H,0.0,86.0,7467.0,9051.0,8647.0,13590.0,0.0,27808,31027
DEA11,7.5828099312223,2855.0,84624.0,108299.0,137373.0,134868.0,4.0,345371,346207
DEA12,14.0855556651099,2138.0,70242.0,90574.0,91660.0,111239.0,2.0,245030,257054
DEA13,7.87950523558864,2779.0,78832.0,104200.0,110056.0,127564.0,2.0,311220,315032
DEA14,11.4810055594562,1646.0,30765.0,38143.0,39519.0,53189.0,2.0,117704,120298
DEA15,19.0677400533134,1540.0,35751.0,46630.0,46896.0,60748.0,3.0,134768,137800
DEA16,8.18909797085851,1876.0,22754.0,26960.0,29082.0,40054.0,3.0,88442,90772
DEA17,6.16388343622277,2740.0,27742.0,35040.0,38119.0,49201.0,1.0,109229,110278
DEA18,16.3462498978359,1479.0,15215.0,17932.0,18750.0,26399.0,1.0,56153,59013
DEA19,8.18490326073954,1776.0,22011.0,26361.0,27691.0,38536.0,2.0,83329,82713
DEA1A,24.2973544136427,2105.0,50324.0,63705.0,64008.0,79976.0,3.0,186033,192994
DEA1B,11.8812898585163,253.0,42585.0,53880.0,53419.0,76281.0,3.0,143070,145393
DEA1C,17.1221926308558,1192.0,66303.0,71483.0,80765.0,117840.0,2.0,241256,245718
DEA1D,5.33180488260032,782.0,63920.0,67521.0,79969.0,109598.0,2.0,214307,217275
DEA1E,12.4080712826928,530.0,39231.0,46747.0,48960.0,76945.0,1.0,141979,142957
DEA1F,6.31654149749952,441.0,59097.0,70384.0,75489.0,113939.0,0.0,218885,221155
DEA22,2.75028343198702,2323.0,47874.0,68102.0,66290.0,68334.0,5.0,171094,173795
DEA23,10.5735847946334,2689.0,148828.0,213541.0,245578.0,231740.0,5.0,569943,565856
DEA24,4.27061027020761,2081.0,23322.0,26498.0,29491.0,38759.0,2.0,82429,82357
DEA26,15.6121485362659,279.0,35823.0,44675.0,44405.0,63235.0,2.0,122432,124927
DEA27,16.6654915358532,665.0,66220.0,74428.0,83100.0,113014.0,3.0,220234,222620
DEA28,14.0721746200513,154.0,26199.0,30468.0,31866.0,48198.0,2.0,88902,91162
DEA29,36.3770081492406,403.0,34667.0,41363.0,43396.0,63013.0,2.0,115221,119772
DEA2A,6.61842569714084,296.0,38913.0,45273.0,45686.0,65603.0,1.0,125616,129730
DEA2B,7.77495052304213,648.0,38874.0,41879.0,45926.0,71346.0,2.0,137504,139434
DEA2C,8.83641134995357,521.0,86727.0,96654.0,102174.0,146229.0,3.0,276574,281367
DEA2D,18.5861195971684,784.0,70837.0,119541.0,95811.0,120854.0,2.0,283294,285331
DEA31,5.98915108061397,1163.0,14921.0,18913.0,20251.0,28383.0,1.0,58864,59323
DEA32,7.70508034472529,2477.0,37452.0,45812.0,46726.0,58470.0,1.0,134372,138840
DEA33,4.11729867201282,1043.0,39909.0,78994.0,63450.0,62986.0,5.0,163769,167261
DEA34,10.3114603741432,260.0,55494.0,66023.0,64126.0,89972.0,1.0,159023,161278
DEA35,11.4077636676416,197.0,30750.0,35995.0,36739.0,55164.0,2.0,97413,97636
DEA36,7.15831259049571,809.0,80416.0,96840.0,103821.0,149516.0,0.0,306681,316695
DEA37,20.1491935844968,249.0,66006.0,77395.0,76398.0,109829.0,3.0,196200,199217
DEA38,7.57548428988853,210.0,40126.0,45874.0,47283.0,67101.0,2.0,124792,126744
DEA41,2.10444036917897,1287.0,47419.0,65204.0,63409.0,70749.0,1.0,169002,171137
DEA42,5.5013670897218,376.0,53573.0,63440.0,65289.0,87476.0,3.0,163566,165121
DEA43,3.18915686665338,558.0,34975.0,40699.0,42794.0,60410.0,1.0,119265,121795
DEA44,12.8095644748079,117.0,19052.0,23085.0,22356.0,34227.0,-2.0,63900,67310
DEA45,8.91311723336841,280.0,50963.0,58070.0,56593.0,80765.0,1.0,165698,172424
DEA46,4.19247998090809,270.0,44517.0,51470.0,51092.0,74045.0,0.0,142599,146148
DEA47,11.1164150215462,246.0,45127.0,59642.0,57739.0,68676.0,3.0,141459,143367
DEA51,7.67335618897284,2508.0,44243.0,69301.0,67103.0,79892.0,1.0,195861,198527
DEA52,3.40399458764861,2096.0,79274.0,110199.0,111900.0,129034.0,2.0,314343,317139
DEA53,7.48535010051756,1167.0,26342.0,31487.0,31816.0,43046.0,1.0,96287,102389
DEA54,21.2195666741121,792.0,25848.0,31964.0,32477.0,39911.0,2.0,87368,86426
DEA55,3.84189328501085,3042.0,20522.0,27360.0,27611.0,36231.0,1.0,79425,83627
DEA56,4.63784606061356,791.0,40812.0,50234.0,53161.0,79610.0,0.0,165781,171878
DEA57,6.92246455121278,133.0,34768.0,43307.0,42650.0,63894.0,-1.0,123329,130246
DEA58,7.80619177373753,387.0,55857.0,67073.0,68235.0,100366.0,-2.0,197928,209813
DEA59,41.7104253718559,189.0,18953.0,22532.0,23479.0,33228.0,-1.0,61075,62740
DEA5A,2.88531590602526,245.0,36952.0,50674.0,47401.0,63662.0,1.0,133058,137409
DEA5B,2.65744533136682,227.0,41993.0,49841.0,51766.0,73303.0,2.0,140211,143361
DEA5C,10.7067472901732,723.0,51623.0,61988.0,66131.0,95286.0,0.0,191434,196996
DEB11,15.8073609610875,1083.0,14032.0,23764.0,21721.0,22885.0,3.0,61693,61449
DEB12,2.33009708737864,164.0,16046.0,20089.0,20208.0,31545.0,2.0,63002,67878
DEB13,8.58081174479106,200.0,17251.0,20991.0,20997.0,31385.0,0.0,58572,62434
DEB14,4.44817243658177,182.0,20992.0,24336.0,25969.0,38064.0,1.0,74029,78701
DEB15,3.7370138767782,103.0,9854.0,12543.0,12820.0,19275.0,0.0,38723,44277
DEB1C,1.6307627077184,89.0,7509.0,9613.0,9525.0,15200.0,-1.0,28236,62810
DEB17,7.4986760150161,261.0,28615.0,33735.0,36974.0,51916.0,2.0,101446,32704
DEB18,2.7590773645293,289.0,25062.0,29443.0,29435.0,43949.0,1.0,85177,107753
DEB1D,5.85268784689368,104.0,13369.0,15936.0,17058.0,25293.0,1.0,47678,97673
DEB1A,4.92125984251968,156.0,15771.0,18531.0,20170.0,30011.0,0.0,58100,89658
DEB1B,10.9682469251517,203.0,27711.0,31978.0,34507.0,50219.0,1.0,90695,52261
DEB21,0.909363718206371,940.0,13119.0,27088.0,22261.0,21837.0,3.0,60675,62793
DEB22,1.78692684321504,96.0,14798.0,17183.0,18936.0,27231.0,1.0,52198,59103
DEB23,5.09273877305738,60.0,13628.0,16277.0,16964.0,23968.0,2.0,44319,51856
DEB24,8.2702041086374,66.0,7551.0,9326.0,9458.0,14743.0,-1.0,28539,32791
DEB25,6.05416459255472,135.0,20974.0,22718.0,26842.0,37036.0,3.0,67433,72698
DEB31,4.12958642191984,1102.0,6817.0,8064.0,8691.0,10683.0,2.0,23702,24541
DEB32,6.01739025784517,714.0,12194.0,22647.0,17641.0,20636.0,3.0,59478,58550
DEB33,4.30941607412196,560.0,5823.0,10611.0,8105.0,10275.0,6.0,23491,24550
DEB34,1.18216584604654,2188.0,25887.0,30830.0,33312.0,36753.0,5.0,83105,85992
DEB35,12.4969336227685,2213.0,27058.0,51249.0,46787.0,41639.0,6.0,114204,117329
DEB36,3.75100808342242,456.0,7021.0,8308.0,8644.0,12606.0,2.0,27072,28597
DEB37,0.0,660.0,5099.0,6599.0,6263.0,9209.0,1.0,21640,24676
DEB38,1.9607074232383,1195.0,6778.0,8332.0,9049.0,12058.0,3.0,25521,25897
DEB39,9.61538461538462,766.0,12029.0,15114.0,15201.0,18444.0,4.0,41471,43216
DEB3A,2.92928701154139,484.0,4333.0,5880.0,6016.0,7568.0,0.0,17158,18372
DEB3B,8.55651578677163,219.0,17997.0,20445.0,22645.0,32227.0,3.0,57201,59617
DEB3C,9.05270940048432,223.0,16773.0,18909.0,20845.0,34161.0,1.0,62595,66628
DEB3D,8.02160485574481,116.0,10136.0,11468.0,12412.0,18813.0,-1.0,34024,36814
DEB3E,4.66704521588973,278.0,17901.0,21493.0,23460.0,31403.0,2.0,58391,60547
DEB3F,0.948442657156948,165.0,14735.0,16682.0,17645.0,25654.0,1.0,48953,59711
DEB3G,1.41928524794913,123.0,8672.0,10671.0,11105.0,17544.0,-1.0,32394,37428
DEB3H,3.61781411671068,173.0,14240.0,16541.0,18003.0,28104.0,1.0,51041,55456
DEB3I,3.24763896647138,505.0,21002.0,22710.0,26476.0,37988.0,3.0,71080,73531
DEB3J,11.9012482029115,347.0,29973.0,32057.0,36882.0,53278.0,3.0,98017,103126
DEB3K,3.15855969677827,100.0,10941.0,13703.0,14508.0,24367.0,-2.0,44260,49598
DEC01,34.7108041945266,800.0,40173.0,57893.0,57308.0,74817.0,1.0,175686,177430
DEC02,1.92925424677091,187.0,12891.0,15835.0,17678.0,26021.0,1.0,48593,50929
DEC03,8.33756527934633,529.0,15559.0,20069.0,21641.0,32475.0,-1.0,66252,69098
DEC04,12.3119857180966,425.0,23783.0,29984.0,32294.0,47395.0,-1.0,93383,97203
DEC05,12.6270597891281,341.0,16777.0,22073.0,22692.0,34642.0,-1.0,70595,73483
DEC06,6.88286510731534,183.0,9951.0,12815.0,13909.0,22171.0,-2.0,41648,43928
DED21,1.80451019277582,1692.0,80510.0,103495.0,119692.0,99914.0,4.0,303086,307942
DED2C,7.31689470988512,126.0,40203.0,31338.0,51391.0,71760.0,-2.0,149490,162239
DED2D,9.43073712999092,121.0,31814.0,27620.0,40176.0,59535.0,-3.0,133768,154125
DED2E,8.26982794622958,167.0,32483.0,25367.0,42110.0,57402.0,-1.0,124242,136002
DED2F,0.817674859768762,148.0,33795.0,26327.0,43187.0,56226.0,-1.0,125360,136222
DED41,2.43610304715889,1118.0,31315.0,37097.0,45471.0,47835.0,2.0,138999,154282
DED42,12.7593788853051,185.0,43086.0,35555.0,56659.0,75502.0,-4.0,174503,195139
DED43,2.94128220295501,145.0,38680.0,35539.0,51500.0,70740.0,-3.0,159046,179026
DED44,9.65937530185548,161.0,27142.0,24867.0,36931.0,52906.0,-3.0,122731,142305
DED45,16.3818740863955,335.0,38905.0,36253.0,52329.0,73398.0,-3.0,170487,192481
DED51,2.03836889720845,1978.0,81791.0,116438.0,134391.0,105110.0,11.0,337120,343840
DED52,1.55475658342241,156.0,33950.0,27024.0,44521.0,63883.0,0.0,131419,142944
DED53,0.0,98.0,25339.0,21593.0,34754.0,49237.0,0.0,100548,109863
DEE01,2.46545284205076,331.0,9054.0,9395.0,12654.0,18567.0,-3.0,45894,49898
DEE02,5.86667560636283,1763.0,31633.0,44960.0,45043.0,45162.0,3.0,137697,144640
DEE03,2.10177642143139,1182.0,30524.0,42707.0,44639.0,47478.0,3.0,138429,142178
DEE04,1.19849469066852,36.0,10780.0,9873.0,14232.0,21696.0,-3.0,40829,45044
DEE05,1.25658923982634,109.0,18179.0,17890.0,26119.0,39756.0,-5.0,84444,93232
DEE06,2.23856373750602,56.0,10989.0,9716.0,14994.0,23315.0,-3.0,45297,49839
DEE07,7.60812313454673,72.0,22215.0,19519.0,30929.0,44162.0,-1.0,83655,90586
DEE08,1.6687433250267,127.0,20991.0,20043.0,29985.0,44343.0,-3.0,93924,104251
DEE09,2.3449627854406,101.0,24615.0,24737.0,34841.0,52384.0,-4.0,112468,125735
DEE0A,1.47199528961507,93.0,15240.0,14217.0,21365.0,33577.0,-5.0,70427,77171
DEE0B,3.81323847448671,128.0,23327.0,20558.0,31991.0,46026.0,-2.0,92847,99941
DEE0C,0.526498678488317,133.0,22240.0,21759.0,30663.0,47426.0,-4.0,101177,113707
DEE0D,5.37037700046543,46.0,13804.0,13520.0,17988.0,28899.0,-3.0,57755,64793
DEE0E,2.39614699563102,65.0,14309.0,13451.0,19767.0,31592.0,-3.0,65507,71057
DEF01,3.37697130700046,1795.0,11383.0,20885.0,15259.0,18237.0,6.0,53944,49936
DEF02,4.42097309636918,2254.0,30806.0,58467.0,49552.0,50456.0,3.0,141793,135502
DEF03,0.46218836949187,1130.0,27328.0,38110.0,38810.0,48358.0,2.0,120311,117638
DEF04,3.78582335348233,1108.0,10736.0,13982.0,13618.0,18012.0,3.0,41822,41747
DEF05,3.75917238060868,93.0,17115.0,21288.0,20201.0,31983.0,0.0,66353,69710
DEF06,9.17019889142484,156.0,27924.0,28977.0,33801.0,48845.0,4.0,94234,94305
DEF07,1.21099095389757,77.0,21208.0,27073.0,26080.0,39705.0,2.0,82615,98180
DEF08,0.0,145.0,23478.0,27406.0,29827.0,49329.0,1.0,104140,113879
DEF09,14.9907344503025,492.0,44044.0,47846.0,55372.0,77027.0,4.0,154347,153527
DEF0A,6.23018994291588,119.0,16538.0,17806.0,19329.0,32186.0,1.0,62938,64742
DEF0B,5.13473169193077,125.0,37404.0,40857.0,43474.0,68398.0,2.0,132913,135449
DEF0C,2.00758868523017,98.0,27551.0,30432.0,31575.0,48588.0,2.0,95587,99078
DEF0D,2.54715882626921,205.0,38484.0,41742.0,49361.0,67510.0,4.0,131731,129715
DEF0E,2.28533122067158,129.0,17418.0,20582.0,20706.0,33868.0,1.0,64800,65468
DEF0F,14.3984926835088,318.0,34690.0,33960.0,42394.0,60265.0,4.0,115327,114370
DEG01,0.935873919065623,793.0,28687.0,36616.0,43173.0,43981.0,4.0,116800,117444
DEG02,23.3451473927715,620.0,11337.0,11587.0,15620.0,20995.0,-1.0,55602,61126
DEG03,2.69820569321401,970.0,14959.0,23919.0,23848.0,18842.0,3.0,62292,62877
DEG04,5.37909147145047,263.0,3840.0,4210.0,5434.0,8676.0,-2.0,21073,21283
DEG05,0.0,761.0,8908.0,11016.0,12575.0,13033.0,1.0,34416,35239
DEG06,10.9793588054458,106.0,14361.0,12455.0,19070.0,23038.0,-1.0,45687,46941
DEG07,2.37744282250012,118.0,10528.0,11162.0,14059.0,19846.0,-1.0,43416,45965
DEG09,2.91987853305302,105.0,13856.0,12490.0,17971.0,24741.0,-1.0,50864,54122
DEG0A,0.0,73.0,9046.0,8411.0,12414.0,18590.0,-3.0,38123,41820
DEG0B,3.99000901742038,100.0,15124.0,14584.0,21724.0,30740.0,-3.0,62529,64586
DEG0C,22.2304557243424,144.0,17351.0,16730.0,23984.0,32629.0,0.0,69412,71893
DEG0D,1.43616257360333,86.0,9145.0,7822.0,12519.0,17306.0,-2.0,34057,35361
DEG0E,1.57408427647216,68.0,7842.0,7317.0,11723.0,15698.0,-2.0,30182,32103
DEG0F,5.65861571397584,132.0,13242.0,14348.0,18658.0,24500.0,-1.0,56283,61070
DEG0G,4.88645109273262,102.0,11432.0,9256.0,14818.0,20204.0,0.0,40675,42772
DEG0H,37.8781357070298,126.0,6483.0,6495.0,9770.0,14409.0,-3.0,30352,31501
DEG0I,0.0,103.0,12144.0,11165.0,17037.0,25450.0,-3.0,55150,61082
DEG0J,3.65826890715314,101.0,10382.0,9122.0,14269.0,20354.0,-2.0,40645,42855
DEG0K,14.8573692551506,70.0,9995.0,8963.0,13687.0,19893.0,-3.0,40797,44600
DEG0L,48.805783485343,116.0,11455.0,9587.0,15575.0,24510.0,-4.0,51178,57407
DEG0M,4.46020383131509,158.0,10124.0,9198.0,13841.0,21883.0,-4.0,49404,55952
DEG0N,9.3749267583847,410.0,5422.0,5807.0,7889.0,9670.0,3.0,23914,24463
DEG0P,1.67324810922964,94.0,15161.0,13610.0,21122.0,29634.0,-3.0,57339,62775
ITC20,115.735235830361,39.0,16630.0,17822.0,22701.0,30843.0,-2.0,60265,108564
ITH10,55.052997937398,72.0,83722.0,90028.0,100173.0,123552.0,3.0,221552,229209
ITH20,74.7828527534862,87.0,77944.0,84723.0,99896.0,125822.0,1.0,233986,339975
LU000,19.8699479856039,241.0,100239.5971,119312.2321,144504.5378,136226.7174,12.0,251280,244111
NL114,3.66953624400948,177.0,19465.0,21053.0,20941.0,31693.0,-9.0,62475,64987
NL115,3.44802957424223,301.0,56589.0,103765.0,70842.0,79708.0,5.0,211243,192574
NL124,8.38616097080684,212.0,51337.0,60828.0,54155.0,68507.0,-1.0,148081,150999
NL125,8.38674056316963,145.0,23207.0,23350.0,22408.0,32440.0,6.0,62202,65525
NL126,13.2494554473811,188.0,29975.0,31200.0,30791.0,42652.0,1.0,82940,85775
NL131,2.57558040704473,183.0,30249.0,29066.0,30719.0,45043.0,2.0,84857,86866
NL132,9.44482158141731,184.0,24760.0,27180.0,26614.0,39257.0,0.0,75492,76996
NL133,16.464724328127,192.0,21291.0,21826.0,22181.0,29349.0,3.0,58253,59823
NL211,31.3875721310552,252.0,67259.0,70941.0,68224.0,77586.0,3.0,157614,158203
NL212,26.2201985060882,369.0,25204.0,28164.0,27484.0,35289.0,2.0,69203,68791
NL213,18.9271761126419,422.0,101842.0,120429.0,108111.0,136530.0,1.0,277269,279448
NL221,36.2294162571535,375.0,118081.0,129997.0,117192.0,145814.0,4.0,293649,289760
NL224,44.3166010808327,323.0,41248.0,43786.0,41026.0,56586.0,3.0,99789,100009
NL225,23.9850847390571,259.0,59357.0,65691.0,60516.0,95269.0,1.0,175476,180177
NL226,31.3854592379664,775.0,110904.0,147865.0,130739.0,162465.0,3.0,354302,335650
NL230,22.5858381988995,284.0,78542.0,80820.0,81991.0,92002.0,4.0,172694,168648
NL311,32.4738343013273,863.0,232013.0,264564.0,258419.0,281809.0,6.0,602452,572804
NL321,16.4073250767439,339.0,59573.0,64559.0,63293.0,84323.0,2.0,165967,169135
NL328,22.6322979057042,820.0,39195.0,41731.0,43164.0,54616.0,4.0,110902,109318
NL323,34.6958581190822,1152.0,30477.0,35002.0,33025.0,46246.0,2.0,88632,89910
NL32A,45.214245965498,1988.0,38688.0,37205.0,45393.0,49332.0,1.0,108415,75799
NL325,31.2931004508524,1346.0,28329.0,30559.0,32779.0,38891.0,3.0,77382,118337
NL32B,30.6649943829288,1746.0,211068.0,298024.0,305263.0,282491.0,5.0,697700,661073
NL327,23.4702299691366,1105.0,43318.0,39567.0,44428.0,57600.0,4.0,116399,112597
NL332,39.2749140932819,3320.0,150148.0,163380.0,181682.0,183226.0,5.0,415242,413639
NL333,18.1366727841952,1491.0,34099.0,55943.0,40745.0,46424.0,4.0,112464,102642
NL337,16.0932569253483,1443.0,67109.0,86793.0,76034.0,91307.0,4.0,198847,190419
NL33B,34.1014714935841,637.0,55532.0,59743.0,58468.0,71984.0,8.0,142320,671585
NL33C,44.2615887558966,1113.0,236127.0,280319.0,280355.0,302268.0,2.0,675428,170664
NL33D,36.6387552450919,934.0,64380.0,67773.0,67042.0,79687.0,-6.0,161330,142557
NL341,12.2241342021872,143.0,14469.0,15757.0,16634.0,24518.0,1.0,49766,54859
NL342,21.1208362419231,258.0,44331.0,47088.0,45765.0,60119.0,2.0,125748,132810
NL411,34.3492772535635,501.0,95999.0,113970.0,110601.0,143526.0,2.0,288574,285320
NL412,59.8688725669144,514.0,73816.0,94485.0,85719.0,102808.0,3.0,217669,211574
NL413,94.2100869817689,477.0,102536.0,116526.0,114440.0,150400.0,3.0,286713,287788
NL414,53.9482226125653,532.0,117102.0,145244.0,140815.0,169095.0,3.0,352921,345910
NL421,68.2899011908492,333.0,41012.0,47986.0,46801.0,65538.0,1.0,125112,125744
NL422,48.9601205172197,344.0,32038.0,38252.0,38795.0,55686.0,2.0,107627,109040
NL423,73.672569301882,915.0,73356.0,108279.0,94912.0,136036.0,0.0,299875,301389
