CODE_NUTS3,POP_DENS,POP 0-14,POP 15-29,POP 30-44,POP 45-59,POP_GROWTH,HOUSEHOLDS,DWELLINGS
DED21,1692.0,80510.0,103495.0,119692.0,99914.0,4.0,303086,307942
FRI21,41.0,35467.0,34520.0,38340.0,49483.0,0.0,113263,153242
FR106,7009.0,373629.0,330521.0,368450.0,307921.0,5.0,633706,661868
DE71C,993.0,51227.0,56141.0,66465.0,82048.0,4.0,169846,165901
DE125,1486.0,19383.0,42896.0,36123.0,29136.0,6.0,86312,80671
UKN12,73.0,26888.0,26533.0,26101.0,31118.0,2.0,57568,65621
DE21I,131.0,14240.0,16579.0,18620.0,22899.0,5.0,43830,43795
FRJ14,15.0,11505.0,11240.0,12130.0,16096.0,0.0,34626,60341
DE928,234.0,20171.0,24157.0,24822.0,39217.0,2.0,79825,80159
DED2D,121.0,31814.0,27620.0,40176.0,59535.0,-3.0,133768,154125
UKH16,109.0,38867.0,35440.0,38427.0,53092.0,2.0,117457,133936
UKN06,2551.0,64904.0,76998.0,70748.0,64102.0,2.0,152079,159521
DE21J,168.0,18448.0,21880.0,25475.0,30551.0,6.0,57344,56491
UKD41,1096.0,32649.0,28965.0,30189.0,29018.0,2.0,60586,61114
DE232,1893.0,18808.0,35852.0,33987.0,30082.0,9.0,91177,92821
FRG02,114.0,150055.0,148458.0,145600.0,157047.0,1.0,354610,390930
DE229,80.0,9809.0,12872.0,13284.0,18856.0,2.0,37359,38838
DEB3I,505.0,21002.0,22710.0,26476.0,37988.0,3.0,71080,73531
DE27C,117.0,20199.0,24790.0,25187.0,33993.0,5.0,65941,65718
DE13A,151.0,24993.0,28565.0,29947.0,39693.0,4.0,79711,83445
NL126,188.0,29975.0,31200.0,30791.0,42652.0,1.0,82940,85775
DE277,121.0,13302.0,16600.0,16905.0,23082.0,3.0,42808,42398
DE938,74.0,18948.0,22928.0,22904.0,33530.0,2.0,68116,68118
DEB1C,89.0,7509.0,9613.0,9525.0,15200.0,-1.0,28236,62810
FRF12,216.0,133754.0,121084.0,142339.0,163345.0,1.0,328853,373349
SI042,95.0,31549.0,27433.0,43998.0,44084.0,0.0,77283,79502
RO315,57.0,43596.0,41238.0,49258.0,54493.0,-5.0,92348,114765
FRK12,25.0,19912.0,18190.0,22357.0,31092.0,-1.0,67963,100979
RO321,7561.0,263755.0,249188.0,519011.0,347164.0,-2.0,715137,865555
FRJ22,32.0,41905.0,37283.0,44104.0,58251.0,0.0,128816,179739
UKN07,149.0,46058.0,39068.0,43531.0,43260.0,5.0,85092,87189
UKN11,76.0,32712.0,28258.0,30750.0,28429.0,4.0,53268,55767
UKH37,1115.0,65461.0,61241.0,66519.0,76612.0,3.0,157156,153016
NL32A,1988.0,38688.0,37205.0,45393.0,49332.0,1.0,108415,75799
DE71E,279.0,42191.0,49729.0,54864.0,74646.0,4.0,144428,142718
DE231,844.0,5254.0,7238.0,7516.0,9595.0,2.0,22841,23334
DE242,1111.0,7889.0,18600.0,12787.0,14631.0,4.0,42365,43073
RO222,68.0,61088.0,62796.0,79558.0,90013.0,-5.0,153390,202418
DE711,1304.0,21800.0,37968.0,32419.0,31027.0,6.0,81229,79325
FRF32,30.0,30841.0,28015.0,31413.0,38531.0,-3.0,82449,99460
DE243,857.0,4812.0,7554.0,7217.0,9225.0,1.0,23096,23929
DE21A,159.0,20696.0,24316.0,27149.0,34769.0,6.0,61509,60503
DEB39,766.0,12029.0,15114.0,15201.0,18444.0,4.0,41471,43216
DE131,1511.0,31234.0,57081.0,48938.0,44197.0,5.0,116536,116470
DE11A,132.0,28532.0,34126.0,36172.0,45703.0,4.0,88341,90437
DE21B,225.0,26379.0,34884.0,37696.0,42472.0,6.0,83915,82878
DE261,1126.0,9379.0,12084.0,13817.0,15883.0,4.0,37145,37840
FRJ28,70.0,48241.0,38513.0,47282.0,53522.0,4.0,111643,129942
UKM76,544.0,26834.0,27079.0,30837.0,36863.0,2.0,73771,75382
RO313,121.0,72477.0,81860.0,109843.0,103204.0,-4.0,166874,217429
DE804,729.0,12646.0,14151.0,17766.0,19737.0,4.0,54748,58089
UKD46,682.0,65392.0,57241.0,62815.0,68026.0,3.0,147563,150559
DE911,1283.0,30267.0,48815.0,49341.0,51980.0,0.0,140935,137600
UKF25,354.0,67669.0,55748.0,67190.0,74612.0,7.0,151963,150482
CH040,885.0,231288.0,258549.0,364080.0,331901.0,6.0,680677,743896
DEA56,791.0,40812.0,50234.0,53161.0,79610.0,0.0,165781,171878
RO221,61.0,40346.0,42022.0,58026.0,63462.0,-6.0,112165,138170
UKJ46,395.0,70620.0,56437.0,68755.0,81951.0,4.0,157104,157536
UKM64,9.0,4085.0,3629.0,4335.0,6237.0,0.0,12805,14768
UKD73,1879.0,45281.0,44024.0,44704.0,60094.0,1.0,124412,127018
DE736,85.0,20707.0,24785.0,25343.0,38514.0,0.0,75762,78518
DE716,451.0,41614.0,48568.0,52957.0,72265.0,4.0,138173,135831
UKJ37,417.0,70195.0,59166.0,76625.0,80976.0,2.0,153959,155416
DEA19,1776.0,22011.0,26361.0,27691.0,38536.0,2.0,83329,82713
DE717,604.0,40659.0,46936.0,53633.0,62651.0,6.0,128386,125274
DEB3D,116.0,10136.0,11468.0,12412.0,18813.0,-1.0,34024,36814
NL323,1152.0,30477.0,35002.0,33025.0,46246.0,2.0,88632,89910
DEA51,2508.0,44243.0,69301.0,67103.0,79892.0,1.0,195861,198527
UKI61,2226.0,64564.0,51203.0,72283.0,70657.0,4.0,147229,139824
FRJ13,188.0,192932.0,218924.0,211332.0,223123.0,5.0,536271,706934
FRF23,69.0,100600.0,106979.0,103078.0,111495.0,0.0,258320,291832
NL414,532.0,117102.0,145244.0,140815.0,169095.0,3.0,352921,345910
DE93B,173.0,19781.0,21513.0,22838.0,32897.0,3.0,65279,64199
FRD11,124.0,116656.0,122845.0,119254.0,135665.0,0.0,309454,411666
RO216,71.0,71097.0,66340.0,67831.0,75766.0,-4.0,139910,176607
FRJ25,33.0,23341.0,21432.0,24948.0,36241.0,-1.0,81935,117222
DE275,171.0,19731.0,21878.0,24340.0,32830.0,4.0,60218,59624
DEA2C,521.0,86727.0,96654.0,102174.0,146229.0,3.0,276574,281367
UKJ27,423.0,73094.0,66348.0,74573.0,96354.0,4.0,211339,212423
DED41,1118.0,31315.0,37097.0,45471.0,47835.0,2.0,138999,154282
SE332,2.0,38609.0,45117.0,41323.0,48779.0,0.0,122255,133814
FRF11,235.0,188781.0,211965.0,211403.0,235347.0,2.0,489052,545894
DE248,181.0,16081.0,18978.0,20504.0,29188.0,3.0,54253,54174
UKD12,57.0,40335.0,39638.0,41553.0,60276.0,1.0,124390,136142
DE271,2016.0,38165.0,60845.0,62547.0,60003.0,7.0,157633,155061
DE224,139.0,15633.0,21071.0,21695.0,28696.0,3.0,57075,58167
DEE0E,65.0,14309.0,13451.0,19767.0,31592.0,-3.0,65507,71057
FRF24,28.0,26843.0,25866.0,28143.0,36173.0,-3.0,80014,100631
UKJ28,449.0,76007.0,62332.0,80330.0,88189.0,5.0,174469,173578
UKJ36,217.0,91719.0,84081.0,88164.0,121122.0,4.0,239747,243011
FRL04,389.0,360175.0,359079.0,378102.0,404581.0,2.0,898232,1008665
FRI31,59.0,54092.0,50674.0,57137.0,73640.0,-1.0,162447,195968
DE94G,107.0,11581.0,14495.0,13626.0,22127.0,0.0,44981,46286
DEA43,558.0,34975.0,40699.0,42794.0,60410.0,1.0,119265,121795
DE267,89.0,11353.0,13847.0,14592.0,21106.0,1.0,38696,39290
RO226,66.0,53053.0,52885.0,60956.0,65232.0,-4.0,126325,158632
DE925,229.0,35060.0,47481.0,44772.0,66195.0,1.0,142251,142301
FR103,624.0,289325.0,253838.0,280752.0,295188.0,1.0,575404,628815
UKC22,2142.0,144071.0,186390.0,161494.0,169924.0,3.0,396391,397811
SI037,54.0,23211.0,21709.0,30947.0,31110.0,1.0,54013,57247
FRF22,51.0,55676.0,52292.0,54339.0,60536.0,1.0,140499,162917
DE253,2020.0,17390.0,22626.0,27032.0,29737.0,7.0,66372,65292
NL213,422.0,101842.0,120429.0,108111.0,136530.0,1.0,277269,279448
DE803,1228.0,25017.0,38577.0,41208.0,40021.0,2.0,119825,121397
UKF16,578.0,59272.0,57886.0,64634.0,75830.0,3.0,155432,153533
SI036,78.0,11110.0,10554.0,15730.0,16851.0,4.0,29954,31813
DEB3F,165.0,14735.0,16682.0,17645.0,25654.0,1.0,48953,59711
UKD74,2116.0,57213.0,52281.0,55797.0,69692.0,1.0,148853,149142
FRF21,51.0,45556.0,41299.0,46221.0,56314.0,-4.0,119412,141882
UKD35,2275.0,97279.0,85966.0,99094.0,110551.0,3.0,233986,232677
FRD21,101.0,117445.0,94285.0,112944.0,125448.0,2.0,252879,292705
DE40I,39.0,14244.0,12992.0,18764.0,30206.0,-2.0,62707,67564
SE213,21.0,40550.0,41698.0,39932.0,46819.0,4.0,116109,124033
UKM94,93.0,16673.0,17292.0,17306.0,25446.0,1.0,53591,55823
UKH24,364.0,34277.0,28649.0,34521.0,35886.0,6.0,72922,75391
UKH36,377.0,55580.0,51424.0,59492.0,69325.0,3.0,138741,138528
DEA2A,296.0,38913.0,45273.0,45686.0,65603.0,1.0,125616,129730
ES230,62.0,45182.0,44343.0,65427.0,71172.0,-1.0,129017,201667
FRK22,59.0,53544.0,44829.0,54321.0,69815.0,2.0,145965,201082
DEB3A,484.0,4333.0,5880.0,6016.0,7568.0,0.0,17158,18372
UKC12,935.0,51533.0,54100.0,47407.0,55762.0,2.0,123934,127842
DE254,2783.0,69434.0,98245.0,108489.0,108764.0,4.0,281883,280643
DEG01,793.0,28687.0,36616.0,43173.0,43981.0,4.0,116800,117444
DEB25,135.0,20974.0,22718.0,26842.0,37036.0,3.0,67433,72698
DEB34,2188.0,25887.0,30830.0,33312.0,36753.0,5.0,83105,85992
DE94B,138.0,20055.0,23096.0,23106.0,32439.0,1.0,60889,61111
NL133,192.0,21291.0,21826.0,22181.0,29349.0,3.0,58253,59823
UKD71,1520.0,84662.0,81373.0,83751.0,97377.0,3.0,204584,149348
DE914,112.0,25611.0,27741.0,30530.0,44158.0,2.0,80175,80387
FRJ24,30.0,28156.0,23707.0,29261.0,41370.0,0.0,86996,109293
DE942,453.0,6945.0,9879.0,8811.0,11100.0,1.0,26307,26479
DEE07,72.0,22215.0,19519.0,30929.0,44162.0,-1.0,83655,90586
DE12A,198.0,22279.0,26670.0,27525.0,38061.0,4.0,73324,77037
DE227,118.0,23288.0,26663.0,29821.0,39233.0,6.0,69454,67553
DE148,175.0,41238.0,52389.0,51299.0,65886.0,4.0,129108,131006
UKK41,3307.0,45134.0,58772.0,47845.0,50549.0,1.0,117836,119809
DEB33,560.0,5823.0,10611.0,8105.0,10275.0,6.0,23491,24550
DEG0G,102.0,11432.0,9256.0,14818.0,20204.0,0.0,40675,42772
DE127,127.0,19093.0,23887.0,23998.0,35011.0,1.0,64308,67248
DEG0P,94.0,15161.0,13610.0,21122.0,29634.0,-3.0,57339,62775
DEA54,792.0,25848.0,31964.0,32477.0,39911.0,2.0,87368,86426
DE247,148.0,11018.0,13169.0,14641.0,21764.0,0.0,41922,42260
RO213,144.0,143152.0,154377.0,180347.0,140413.0,0.0,275329,327867
FR104,725.0,274043.0,252830.0,264684.0,262715.0,4.0,515998,550398
FRK26,579.0,356062.0,399413.0,372681.0,343274.0,5.0,827273,903646
DE124,313.0,31024.0,37313.0,40704.0,56191.0,3.0,108637,110617
NL325,1346.0,28329.0,30559.0,32779.0,38891.0,3.0,77382,118337
UKK25,152.0,56227.0,51812.0,54214.0,81340.0,3.0,171550,173959
DE264,250.0,23126.0,27574.0,29978.0,44081.0,1.0,81722,83146
UKG13,292.0,98530.0,100374.0,102898.0,122345.0,5.0,253541,258084
DE263,1454.0,13479.0,32994.0,24978.0,23496.0,2.0,75715,78511
SE122,42.0,53719.0,51079.0,50975.0,56189.0,6.0,134829,140221
UKM62,26.0,33034.0,33816.0,37637.0,45456.0,2.0,92267,119028
DEC02,187.0,12891.0,15835.0,17678.0,26021.0,1.0,48593,50929
UKD62,330.0,64796.0,56172.0,64396.0,87318.0,3.0,171974,177138
DE22B,84.0,14044.0,16804.0,18146.0,24928.0,3.0,43844,44107
DE276,236.0,36304.0,41186.0,45466.0,61194.0,5.0,117189,115609
DEA47,246.0,45127.0,59642.0,57739.0,68676.0,3.0,141459,143367
DEE02,1763.0,31633.0,44960.0,45043.0,45162.0,3.0,137697,144640
FRK27,69.0,73939.0,69478.0,80245.0,91375.0,2.0,195429,341340
DEA57,133.0,34768.0,43307.0,42650.0,63894.0,-1.0,123329,130246
DEA16,1876.0,22754.0,26960.0,29082.0,40054.0,3.0,88442,90772
DE91A,249.0,19117.0,20596.0,22715.0,33383.0,3.0,64246,63735
UKF13,252.0,83660.0,82231.0,88429.0,118350.0,3.0,228905,232966
DE723,233.0,23448.0,28328.0,29573.0,41944.0,1.0,81565,82373
DE132,192.0,37758.0,43650.0,45446.0,62165.0,6.0,121466,124024
DE226,115.0,17727.0,21756.0,23192.0,29062.0,6.0,54932,54496
DE141,263.0,40779.0,50067.0,51704.0,66999.0,4.0,135836,134950
DE948,118.0,28093.0,33097.0,30911.0,38484.0,5.0,68760,67978
UKE44,847.0,124411.0,117109.0,122649.0,136546.0,2.0,284135,284395
DE94D,122.0,18131.0,20677.0,21470.0,33326.0,3.0,59363,57577
UKJ43,673.0,73331.0,63085.0,73683.0,75625.0,6.0,155847,152611
UKM81,283.0,36893.0,38492.0,37177.0,50870.0,1.0,101447,92488
DEB38,1195.0,6778.0,8332.0,9049.0,12058.0,3.0,25521,25897
DEA33,1043.0,39909.0,78994.0,63450.0,62986.0,5.0,163769,167261
DE944,1373.0,20616.0,39348.0,31384.0,33212.0,5.0,88762,87274
DE927,87.0,16789.0,19553.0,19529.0,30178.0,1.0,57274,57565
FRB03,32.0,32023.0,29081.0,32962.0,45604.0,-3.0,103287,138104
DE91C,186.0,40505.0,63172.0,54804.0,73163.0,1.0,173490,175504
FRK23,79.0,95640.0,78629.0,92893.0,104478.0,4.0,227578,268819
DEA1B,253.0,42585.0,53880.0,53419.0,76281.0,3.0,143070,145393
FR108,996.0,273613.0,236582.0,259926.0,239766.0,3.0,470828,497300
DEA35,197.0,30750.0,35995.0,36739.0,55164.0,2.0,97413,97636
UKK42,2178.0,21597.0,19953.0,20586.0,29097.0,3.0,64056,66772
FRJ15,117.0,78324.0,71270.0,79095.0,96233.0,3.0,222486,346534
UKD42,4010.0,24609.0,24390.0,23332.0,30682.0,0.0,65965,70117
DE21F,116.0,13684.0,15669.0,17515.0,24401.0,4.0,49170,50795
DE235,84.0,16704.0,21441.0,22549.0,31204.0,2.0,59143,61514
DE11D,207.0,43916.0,55608.0,55575.0,72521.0,2.0,141963,146393
DE22C,110.0,12927.0,17216.0,18307.0,23340.0,4.0,43152,42296
ES640,6180.0,19930.0,17443.0,17128.0,16249.0,0.0,26426,28318
FR107,5713.0,268753.0,275790.0,294563.0,274524.0,3.0,587482,625732
SE313,15.0,47535.0,49805.0,47204.0,55902.0,3.0,137737,147150
DEA1E,530.0,39231.0,46747.0,48960.0,76945.0,1.0,141979,142957
FRF31,139.0,123918.0,143666.0,133917.0,142034.0,0.0,330944,372828
DE94C,160.0,23745.0,29009.0,28580.0,40306.0,2.0,80125,81882
DEG07,118.0,10528.0,11162.0,14059.0,19846.0,-1.0,43416,45965
FRI15,89.0,105432.0,103569.0,119375.0,142858.0,2.0,313694,399692
DEB3E,278.0,17901.0,21493.0,23460.0,31403.0,2.0,58391,60547
DEA14,1646.0,30765.0,38143.0,39519.0,53189.0,2.0,117704,120298
RO314,75.0,39257.0,44533.0,55447.0,54617.0,-4.0,91638,120218
DE40G,69.0,13220.0,10947.0,17703.0,30376.0,-4.0,57002,63273
NL224,323.0,41248.0,43786.0,41026.0,56586.0,3.0,99789,100009
UKJ13,348.0,105718.0,85480.0,103226.0,118289.0,4.0,225005,224921
DE40E,82.0,30601.0,24051.0,37653.0,57083.0,4.0,98418,100681
DE27E,102.0,20694.0,24988.0,26744.0,37458.0,3.0,77811,82757
DE11B,101.0,17540.0,21747.0,22490.0,31267.0,2.0,60888,64568
DEA46,270.0,44517.0,51470.0,51092.0,74045.0,0.0,142599,146148
UKE31,700.0,149291.0,142259.0,151442.0,175311.0,3.0,364500,365641
DEE0A,93.0,15240.0,14217.0,21365.0,33577.0,-5.0,70427,77171
DE21K,182.0,36696.0,43639.0,45821.0,63169.0,5.0,121902,121641
DE40F,36.0,8715.0,8566.0,11725.0,19595.0,-2.0,40400,44784
UKG33,3767.0,68745.0,103400.0,73806.0,59503.0,10.0,156487,141796
DEF08,145.0,23478.0,27406.0,29827.0,49329.0,1.0,104140,113879
DEA13,2779.0,78832.0,104200.0,110056.0,127564.0,2.0,311220,315032
FRL06,158.0,100366.0,88979.0,97479.0,116168.0,2.0,248041,298368
SE124,31.0,53248.0,58390.0,54080.0,56323.0,6.0,143453,150573
SI035,117.0,8173.0,7716.0,11863.0,12720.0,-2.0,23315,24007
DE138,350.0,38607.0,55410.0,49851.0,64672.0,4.0,141987,143395
DE407,54.0,11885.0,10425.0,16462.0,26238.0,-4.0,51508,56540
UKI63,4982.0,116817.0,102152.0,145549.0,117353.0,3.0,246987,236070
DE943,1622.0,21487.0,35639.0,31979.0,36256.0,4.0,91020,92257
DED2F,148.0,33795.0,26327.0,43187.0,56226.0,-1.0,125360,136222
DEB21,940.0,13119.0,27088.0,22261.0,21837.0,3.0,60675,62793
SE123,38.0,80823.0,90985.0,84636.0,86118.0,5.0,214942,228078
DE21E,149.0,17294.0,20226.0,20957.0,30090.0,4.0,55211,54818
UKC14,238.0,86325.0,99354.0,89104.0,113423.0,3.0,240247,243637
DEE03,1182.0,30524.0,42707.0,44639.0,47478.0,3.0,138429,142178
UKJ22,326.0,89453.0,82429.0,86883.0,120261.0,4.0,255888,254716
UKD61,1158.0,37623.0,35127.0,40356.0,46878.0,2.0,92377,92572
DED45,335.0,38905.0,36253.0,52329.0,73398.0,-3.0,170487,192481
DE732,161.0,31036.0,39516.0,38709.0,51652.0,3.0,106069,107185
DEA2B,648.0,38874.0,41879.0,45926.0,71346.0,2.0,137504,139434
DE715,375.0,35662.0,41824.0,46302.0,66932.0,3.0,129116,126912
DEA38,210.0,40126.0,45874.0,47283.0,67101.0,2.0,124792,126744
UKG37,3861.0,70667.0,62403.0,68594.0,63216.0,4.0,135299,132679
FRB01,41.0,47954.0,42212.0,48409.0,62644.0,-3.0,139936,177713
UKE45,1031.0,62796.0,58837.0,65624.0,74954.0,5.0,156046,156862
UKE41,1479.0,121253.0,102995.0,108743.0,100851.0,2.0,214932,216372
DE917,136.0,11856.0,13567.0,15616.0,22737.0,2.0,46702,48455
DEG03,970.0,14959.0,23919.0,23848.0,18842.0,3.0,62292,62877
DE300,4126.0,514064.0,647026.0,829388.0,764684.0,7.0,2065652,1979072
UKI72,7722.0,67263.0,67792.0,80847.0,61574.0,4.0,123089,119691
NL226,775.0,110904.0,147865.0,130739.0,162465.0,3.0,354302,335650
UKJ34,375.0,20862.0,20497.0,20617.0,30724.0,3.0,65608,70827
DE223,710.0,5733.0,8647.0,9298.0,10985.0,5.0,25055,25049
SE221,52.0,27145.0,27918.0,27144.0,30510.0,4.0,74672,79682
UKM65,22.0,3323.0,3331.0,3633.0,5110.0,3.0,10455,11359
RO423,54.0,53210.0,56357.0,74360.0,92025.0,-5.0,148903,200039
FRC21,103.0,98516.0,99526.0,100116.0,103530.0,1.0,242423,277328
CH021,175.0,148232.0,174359.0,206546.0,231870.0,3.0,471195,568114
DE216,115.0,18199.0,20986.0,22746.0,30481.0,5.0,60825,61328
PT170,953.0,450764.0,430462.0,601066.0,576744.0,1.0,1186200,1492100
FRB04,99.0,103870.0,106794.0,106850.0,119831.0,1.0,278490,318645
NL423,915.0,73356.0,108279.0,94912.0,136036.0,0.0,299875,301389
DED42,185.0,43086.0,35555.0,56659.0,75502.0,-4.0,174503,195139
UKH35,307.0,59130.0,49892.0,59613.0,66681.0,4.0,132699,132220
UKI42,14979.0,62183.0,86855.0,100932.0,43514.0,14.0,135180,122359
DE408,93.0,22186.0,19989.0,28219.0,42674.0,4.0,77835,80236
DE936,173.0,15377.0,16302.0,18299.0,28842.0,2.0,53427,52455
DEA23,2689.0,148828.0,213541.0,245578.0,231740.0,5.0,569943,565856
UKF30,130.0,123638.0,126327.0,124786.0,160522.0,4.0,340408,340531
DE214,195.0,15455.0,18296.0,19490.0,26299.0,4.0,52640,52374
DE134,230.0,60854.0,72200.0,74628.0,101544.0,4.0,196699,199734
DED43,145.0,38680.0,35539.0,51500.0,70740.0,-3.0,159046,179026
UKK30,161.0,91542.0,89389.0,89409.0,122307.0,5.0,257369,281790
DE274,625.0,6043.0,7597.0,8149.0,9714.0,5.0,22284,21943
DE929,501.0,158251.0,202174.0,218286.0,258067.0,3.0,605532,596629
RO312,56.0,46469.0,45571.0,56483.0,59382.0,-5.0,99149,128253
DEE0C,133.0,22240.0,21759.0,30663.0,47426.0,-4.0,101177,113707
FRI22,21.0,15431.0,14299.0,16847.0,24981.0,-2.0,57029,88250
UKF15,324.0,82878.0,79068.0,84075.0,105059.0,4.0,211753,212010
FRL05,179.0,167432.0,155359.0,181652.0,219652.0,4.0,489533,706882
